text,label
"OK. I've got to say it's quite impressive that you know uh the word DVT, most patients don't know that.",doctor
I've had a blood clot.,patient
"Any um, so are you on any medications uh other than the insulin?",doctor
"Um yeah, so I'm on insulin and I'm on Synthroid. I'm on aspirin as well, like baby aspirin.",patient
Have you ever had any um COPD?,doctor
No.,patient
Ever been diagnosed with asthma?,doctor
No,patient
Heart attack or any heart related problems?,doctor
No.,patient
"OK, OK. Um has, have you had any hospitalizations in the past?",doctor
"Um no. Actually sorry, I have, for the DVT.",patient
"Yeah, yeah, yeah, I see. Any surgeries?",doctor
"Uh no, no surgeries.",patient
OK. Um what what caused your DVT? Do you remember or do you know?,doctor
"Uh I was, I was flying somewhere. I was well, I was flying back from somewhere and I got off the plane and um I guess they found uh blood clots.",patient
"I see, I see. OK. Any allergies to medications, environmental allergies, food allergies, anything?",doctor
"Uh no, I don't think so.",patient
"OK. And I forgot to ask in terms of medications, are you taking anything over the counter? Any herbal pills, any vitamins, etc.",doctor
"Just some um calcium, vitamin D.",patient
"Well, that's great.",doctor
Yeah.,patient
"That's great. Uh yeah, that's very important that you know for women um um above the age of 65, I think, 50. Um uh OK, so in terms of your living situation, are you living with someone? Are you living alone?",doctor
Um I live with my husband.,patient
"OK, and are you, um, is there anybody else in the house? Any pets, animals?",doctor
"Uh no, we don't have any pets or animals.",patient
"And uh are you able to take care of things like uh dressing, uh changing, going to the bathroom on your own? Do you need help?",doctor
"Uh no, I am pretty independent.",patient
What about things like groceries or taking care of finances?,doctor
"Uh no, I'm pretty independent in in that aspect as well.",patient
"OK, that's wonderful. Um have you had any recent travels?",doctor
"No, I've been trying to stay at home because of Covid.",patient
"That's good. Um and any, do you think any exposures to anyone who could possibly be sick? For you or your husband?",doctor
"Um I mean we we do laundry at a laundromat. Um but other than that, no.",patient
"OK. Um OK. Uh alright, well I think I have all the information I need today. Um let me go talk to my my preceptor and we'll come and do physical exams and listen to your chest and uh do a few uh lab tests to draw your blood and do a chest X Ray likely and then um uh go from there. You, it sounds like um sounds like with the with the fuzzy feeling, the fevers, the difficulties breathing, I think it would be a good idea for you to stay here for a couple of days maybe, but we'll um we'll let you know what happens and what the results show. I'm really glad that you decided to come in today. Do you have any questions for me?",doctor
"Um no, thank you so much.",patient
"Welcome. Um so the likely diagnosis is um a pneumonia, either bacterial or viral, but given yeah, yeah could be either, OK.",doctor
Do I still need to isolate in this case?,patient
"Oh that's very true. Yep, Yep uh so.",doctor
OK.,patient
"Well, you will be in the hospital, so yes you do. We will be we will be doing a Covid test, but that's a really good point um uh because your symptoms do overlap with Covid symptoms um we will also uh have you in an isolated room away from other patients until your Covid swabs are back and we know whether um, yeah, we'll follow the guidelines um put forth by the public health.",doctor
"OK, sure.",patient
How can I help you today?,doctor
"Hi, um I'm here because I've had this awful sore throat for the past four days. Doesn't seem to be getting any better and I think I'm developing a fever now.",patient
Have you checked your temperature?,doctor
"No, I haven't checked my temperature, I'm just really hot.",patient
"We'll check that here then. And, uh, do you, OK so you've had this sore throat for four days and a fever. Have you had any difficulty swallowing?",doctor
"Yeah, um not, like I can drink OK, but it's really hard for me to eat solid foods right now.",patient
Um why is that?,doctor
Oh it just hurts.,patient
"Yeah, OK, but it's not that you can't um, you can't sort of like, you don't feel like it's getting stuck?",doctor
"No, no, nothing like that.",patient
Um and have you noticed any changes in your voice? Do you find that your voice is more hoarse?,doctor
Um a little bit uh but I think that's just because I try not to talk as much since my throat is so sore.,patient
"OK, OK and uh have you had a runny nose?",doctor
"No, no runny nose.",patient
Uh a cough?,doctor
No.,patient
OK. Have you had any difficulties breathing?,doctor
No.,patient
Any chest pain?,doctor
No.,patient
"Any sort of um congestion, do you feel like your nose is stuffy or hurts your, uh, in your cheeks or your head when you bend down?",doctor
No.,patient
"No, OK. Um so all you have is a sore throat and this fever, OK um and um, OK. You have a headache?",doctor
Um no headaches.,patient
Do you feel like you've been confused or just feeling not yourself?,doctor
"No, nothing like that.",patient
OK. Any uh changes in your hearing or your vision?,doctor
No.,patient
"OK, any um and do you feel like your heart's beating very fast?",doctor
Uh no.,patient
Do you feel short of breath?,doctor
Nope.,patient
Any uh belly pain?,doctor
No.,patient
Any nausea or vomiting?,doctor
Uh no.,patient
"OK, any diarrhea or constipation?",doctor
No.,patient
Any fatigue?,doctor
No.,patient
Weight loss? Unintentional.,doctor
"No weight loss, no.",patient
Uh and uh do you have any medical conditions?,doctor
"Uhm no, I don't think so.",patient
"OK, are you up to date with your immunizations?",doctor
Uh yeah the only one that I haven't gotten is um that HPV vaccine.,patient
"OK OK, um OK, any uh, did you get the flu shot?",doctor
"Oh, I didn't get that this year.",patient
"OK, well we recommend that you you get your vaccines and um also the uh HPV vaccine. Um it's it's best to get the HPV vaccine earlier on. It's a little bit less effective as you um go past a certain age, you are still obviously nowhere close to that, but it's,  I I don't believe it's covered after the age of 26 either, so it's best if you get it done earlier. And let's go back to your symptoms, then. Have you had any surgeries?",doctor
"Uhm, I got my appendix removed when I was 13.",patient
Anything else?,doctor
No.,patient
"OK, are you taking any medications including over the counter?",doctor
"No, I just take my multivitamins.",patient
And uhm are you um are you currently living alone or do you live with someone?,doctor
I live with my parents and my two siblings.,patient
And uh do you feel safe at home?,doctor
Yes.,patient
OK. Are you um currently sexually active?,doctor
No.,patient
OK. Um do you plan on being sexually active in the near future?,doctor
"Uh no, not before I finish high school.",patient
"OK, alright. Um and um are you uh, do you uh drink alcohol?",doctor
No.,patient
"OK, do you smoke?",doctor
No.,patient
Have you tried marijuana or any recreational drugs?,doctor
I haven't.,patient
"OK. Are things going well at, are you in school right now?",doctor
"Um yep, I'm in grade 10.",patient
OK. Are things going well?,doctor
"Yes, I would say so.",patient
Any bullying uh at school?,doctor
No.,patient
"OK, any um any any concerns about depression or anxiety?",doctor
No.,patient
OK OK alright and uh you uh traveled anywhere recently?,doctor
"No, I've been um just at school and home.",patient
"So it's not it's not virtual, it's in person?",doctor
So half the day is in person and the other half is virtual.,patient
"OK and are you maintaining social distancing at school, wearing a mask?",doctor
"Yeah we do, except sometimes I guess like I don't know if you have to drink water or something, we take it off.",patient
"Yeah, sure, OK. Um and uhm, I suppose just um OK. What was I gonna ask? Um do you uh, so no travels, OK. Do you feel like you've been in contact with someone who might be sick or might have Covid?",doctor
Uh I don't think so.,patient
"No, OK alright. And have you looked at your throat? Does it look swollen or red?",doctor
"Yeah, it looks pretty swollen and red.",patient
"Well, that's all the questions, oh one more question actually. Do you have um any medical conditions that run in the family?",doctor
"Um no, I don't think so. Maybe like high blood pressure.",patient
"Uh all right, well um that's all the questions I had. We'll do a physical exam, have a look inside your throat. Um given uh the symptoms that you have, it sounds like you have um an an inflammation or swelling of your throat which could be caused by bacteria or viruses. It could be something like um mono, or it could be um strep throat. Um it could be other things as well. Um seeing that your symptoms are somewhat overlapping with the symptoms for covid, we would also like to do a Covid test. Um we'll do a rapid strep test here as well um just to rule it out and then uh we'll uh ask you to quarantine for the next 14 days um until or at least until your covid swabs are back or your symptoms improve um and we'll let you know about um the management based on the strep test result. Do you have any questions?",doctor
"Um no, that sounds great, thank you.",patient
OK sounds good.,doctor
What brings you in today?,doctor
"Yeah, I brought my son here. I'm a little bit worried about him because like yesterday he had he had this temperature of like 38.5 um so he's been feeling a little bit hot and he's not swallowing his food, like we've been feeding him some mashed up food but he's not swallowing it. He's just kind of throwing throwing it back out there. Um he's drooling now uh and he sounds kind of muffled um and he's been very short of breath.",patient
"That doesn't sound good. Um uh yeah, I'm I'm currently looking at him and he doesn't uh look great. While the uh while the doctor's um taking his vitals and examining the baby, I'll just ask you a couple of questions.",doctor
Sure,patient
So you said that all of this started about a day ago. How was he doing before that?,doctor
"He was fine before that, he had like a an infection, like some sort of viral infection recently, like about a week back, he had like a runny nose and a cough, but that went away.",patient
"Um OK, so he had these symptoms about a week ago. Did he see any, did you take him to the hospital or to a clinic?",doctor
"I took him to our family doctor um and they just suggested some supportive treatments um which we've been doing at home like we try to keep him well hydrated, and we've been keeping an eye on his like um diapers and things like that.",patient
"OK, has he been um has he been, how many diapers is he um, are you changing a day?",doctor
"Usually like about 5, 6, but yesterday it was like 2.",patient
OK. Um and uh has he been uh irritable or agitated?,doctor
Uh he has been very irritable and fussy.,patient
Has he been sleeping OK?,doctor
I um no you know what last night he didn't sleep well at all. He was crying the whole night.,patient
"Um and uh in terms of uh, so how much has he has he had to eat or drink in the past uh day or two?",doctor
"Uh he's had about like maybe a bottle of his milk, like of that.",patient
OK.,doctor
Yeah.,patient
That's it?,doctor
"Yeah, he's not taking. He's not he's not taking anything else like he's been so fussy and so like he's unwilling to try anything.",patient
"OK, um and, OK. Do you feel like he's been drowsy uh and um lethargic?",doctor
"Um yeah, I feel like he's been a little bit lethargic. Like today, he's more lethargic. All of yesterday, he was very fussy and irritable, but today seems like, he's very slow.",patient
"OK, and just a couple of questions about um his past medical history. Does he have any uh medical conditions uh that he was diagnosed with?",doctor
"Uh no, he's been healthy otherwise.",patient
How was your pregnancy with him?,doctor
"Normal, yeah no complications there.",patient
Did did you have GBS or gestational diabetes?,doctor
No.,patient
"No, OK. Did you have any viral infections during that time, during pregnancy?",doctor
"No, no.",patient
Was he born via Caesarean section or uh C-section or a vaginal birth?,doctor
Uh vaginal.,patient
OK. Any complications during birth?,doctor
No.,patient
Was he um kept in the hospital for a couple days in the NICU after he was born?,doctor
No.,patient
Did he develop jaundice?,doctor
No.,patient
"OK, and and he's been OK for the past two years? Any concerns about his growth, his height and weight, and his head circumference? Has your family doctor uh said anything about that?",doctor
"No, he's been pretty good. Um he's been growing and gaining weight OK.",patient
Any um developmental issues?,doctor
No.,patient
"OK, alright, and any medical conditions that run in the family?",doctor
"Uh no, just like some heart issues.",patient
"Um OK, and uh does he, I forgot to ask, has he had any hospitalizations in the past?",doctor
No.,patient
Any surgeries?,doctor
No surgeries.,patient
Uh has he been on any medications? Any antibiotics recently?,doctor
No.,patient
"OK. Has um has he been vaccinated? Uh has his vaccinations, immunizations up to date?",doctor
"Yeah, they're all up to date so far.",patient
"OK, alright, that's that's good. Um OK, and does he have any allergies that you're aware of?",doctor
Pardon me?,patient
Any allergies?,doctor
"Oh, uh no allergies.",patient
"OK alright um well it looks like um I, it's great that you brought him into the emergency room. Um if he hasn't been eating, drinking well, hasn't slept well, has been fussy, and and has been lethargic and tired, uh and is having difficulty swallowing food, um that's definitely very um serious. Uh we'll have a look inside his mouth and see what's going on. It could be that he has an infection or an inflammation of some sort. Um given his fever, he probably has an infection, um and uh we'll likely start him on antibiotics and put in an IV drip just to get in get some fluids inside him, just to get him hydrated, uh and monitor him very closely. We'll also check his vitals and um we'll do uh, yeah, we'll go from there. Do you have any questions?",doctor
"Uh no, thank you.",patient
OK.,doctor
What can I do for you today?,doctor
"Um yeah, so I'm here because I've had this fever, this cough, and now my head hurts. That's been going on for about the past four days and I just want to make sure um it's nothing too serious.",patient
"Yeah, yeah, that's great. So can you tell me, have you, did you measure your temperature?",doctor
"Uh no, I haven't actually measured it, I just feel hot and feel chills.",patient
"OK, but we can take your vitals here um and uh you you said that you've had a cough for the past four days, dry cough or wet cough?",doctor
Um it's been pretty dry.,patient
"Um, any uh no blood or any um sputum um coming up right?",doctor
"No, no.",patient
"OK and has the the cough gotten worse or better or the same, has it been the same since the past four days?",doctor
Um it's it's actually getting worse.,patient
"OK, is there anything that makes it better or worse?",doctor
"Uh no, I don't think so.",patient
OK. Uh have you tried anything for your cough?,doctor
I've tried like decongest like cough suppressants but it doesn't seem to have helped.,patient
"OK. OK, and then tell me about your headache. That started four days ago as well?",doctor
Yeah.,patient
And uh where exactly is it?,doctor
So it's like just on the front part of my head.,patient
"And does it feel like uh, what does it feel like? Is it like a throbbing sensation? A band like sensation? Um is it sharp, is it dull?",doctor
Uh it feels pretty throbbing right now.,patient
Is it both sides or on the uh left or right?,doctor
Uh it's it seems like it's both sides.,patient
"If you had to give it a number from 1 to 10 with 10 being the most severe pain ever, what number would you give it?",doctor
Uh I would give it about like a seven.,patient
"Oh wow, OK. And how's it changed over the past four days?",doctor
"Uh, it's just gotten a little bit worse.",patient
"Um is it uh is it, what was I gonna say, is it constant or does it come and go?",doctor
Um It seems pretty it seems pretty constant.,patient
Have you taken anything for it?,doctor
I tried like some Tylenol for it and it seems to help a little bit.,patient
"Does it, is there a certain time of the day when it's worse? Before going to bed, at the end of the day, waking up, anything like that?",doctor
"No, nothing like that.",patient
Have you had a similar headache in the past?,doctor
"Uh yeah, I guess I have, a little bit in the past, but that was also when I was like sick.",patient
"Sure, um does it wake you up in the middle of the night?",doctor
"Uh no, it hasn't woken me up.",patient
"OK, um I guess other than the headache, I'll ask you about, and the cough and fever, I'll ask you if you've had any other symptoms. So have you had any confusion?",doctor
"Uh no, no confusion.",patient
Any changes in your vision or your hearing?,doctor
No.,patient
Um any um redness in your eyes?,doctor
No.,patient
Any loss of taste or loss of smell?,doctor
No,patient
Um any runny nose or stuffy nose?,doctor
Uh nope.,patient
"OK, any sore throat?",doctor
No.,patient
OK. Any chest pain or difficulties breathing?,doctor
No.,patient
Any palpitations? Do you feel like your heart's racing?,doctor
No.,patient
"OK, any belly pain?",doctor
No belly pain.,patient
Diarrhea?,doctor
No.,patient
"OK, any aches or pains in your body?",doctor
No.,patient
Uh any rashes that you've noticed?,doctor
"No, no rashes.",patient
Any discolouration of your fingers or toes?,doctor
Uh I don't think so.,patient
"OK, alright um and do you have any medical conditions?",doctor
"No, I think I'm healthy otherwise.",patient
"OK, alright and have you had any hospitalizations or surgeries?",doctor
"Uh, no.",patient
"OK, um what about medications? Are you taking any? Over the counter or otherwise?",doctor
"Uh I take some multivitamins, that's it though.",patient
"OK, any family history of lung or heart problems uh or anything else, or cancers?",doctor
No.,patient
And do you currently live alone or do you live with someone else or with other people?,doctor
I live with um my husband and our our daughter.,patient
"OK, have you had any, have you traveled anywhere?",doctor
"No, not recently.",patient
"Have you uh, what do you mean by recently?",doctor
Uh like I have traveled in the past two years.,patient
"OK, that's fine, that's fine. Have you had any contact with anyone who might be sick? Either you or your husband or your daughter?",doctor
"Uh no, I don't think so.",patient
Have you gone out of the home at all?,doctor
Uh just to do like essential things like groceries and the bank and things like that.,patient
Do you wear a mask and maintain social distancing?,doctor
Yes.,patient
"OK um alright, uh do you drink alcohol?",doctor
"I drink like once once in a while, have a glass of wine.",patient
"OK, how, I guess how often would you say?",doctor
Uh once a week.,patient
OK. And do you smoke?,doctor
"Um no, not anymore.",patient
Uh how much did you smoke in the past?,doctor
"I I'd have like half a pack, um but I only smoked between like the age of 20 to like 25.",patient
OK. Do you smoke marijuana or have any edibles with marijuana in it?,doctor
No.,patient
Any recreational drugs?,doctor
No.,patient
"OK um alright well uh, and you said that you don't have a family history of any problem?",doctor
No.,patient
"Yeah OK, alright, I think that's all the questions I had for you. So uh looks like you've had a fever, cough, and a um and a headache that's gotten worse in the past four days and your headache's pretty bad, a seven out of ten. Um and uh it could be that you have uh some sort of an infection, uh including um, with Covid being one of the possibilities, and so um continue to take Tylenol and and um monitor your uh fever. If it continues to get worse, or you um notice that your symptoms are just not getting better, um you should come back, you should uh, we'll also do a Covid, we'll also send in a request for a Covid swab. Um and uh we'll ask you to quarantine for the for the next 14 days and try to stay away from your husband and daughter as well, if you can at home. Um and uh I guess a couple of other questions that I wanted to ask and I should have asked earlier, do you have any um any stiffness in your neck or any difficulties moving your neck?",doctor
"Uh no, nothing like that.",patient
"OK alright, and um do you have any questions?",doctor
"Uh No, that's it. Thank you so much.",patient
Great.,doctor
So what brings you in?,doctor
"Yeah, so um I just came in because uh so I I have this cough that's been going on for the last five years, but over the last month it's really been getting worse. Um and like last week I I've just been constantly coughing. So yeah, I was just a bit concerned.",patient
"Yeah, OK, so you said the past couple of years you've been coughing. So how many years exactly would that be? Two, three, four?",doctor
"Probably five I would say, and I was diagnosed with uh COPD around that time.",patient
"OK, OK, um the cough that you currently have, um is it a dry cough or are you bringing up any phlegm?",doctor
Uh I'm pretty much always bringing up like this uh white material.,patient
"White, OK. Um and is it constant throughout the day or do you find it comes and goes?",doctor
"It's pretty much there all the time, but uh it's definitely getting worse. Um it is, I think, the worst in the morning um when I wake up and I just feel like there's just a bunch of gunk stuck in the back of my throat.",patient
"OK. Um and if you were to describe the quality of this cough, would you say it's harsh, barky, muffled?",doctor
I would say it's harsh.,patient
"Harsh, OK. And has the quality of your cough changed at all in the past few years? Like does it sound different than it used to?",doctor
"Um I don't know if it sounds different, but uh especially for the last month I would say I'm bringing up more of the material, and it's usually white over the five years, but um I noticed uh in the last week-ish, it's had a yellowish tinge to it as well.",patient
"OK, OK, so it's changed a little bit. Um and are you experiencing any shortness of breath with this?",doctor
"No I I don't think so, like I sometimes when I'm walking around uh doing more stuff, uh working in the garden like I feel like I might have to breathe a little bit harder, but uh not regularly.",patient
"OK, OK, that's good. Um and any wheezing?",doctor
"Uh, yeah. It's like usually I start coughing a lot more when I'm starting to do any kind of activities and sometimes when I start coughing more, I also start wheezing. Um but uh right now, I'm fine.",patient
"You're fine now, OK, uh, alright. And sorry, forgot to ask you earlier, do you see any blood in your phlegm?",doctor
"No, no, I haven't noticed any blood.",patient
"OK, any uh changes to your hair or on your skin, like rashes?",doctor
"Not that I've noticed, no.",patient
"OK, any weight loss?",doctor
"Um, I don't think so.",patient
"OK, fevers?",doctor
No.,patient
"OK, exhaustion?",doctor
"Um yeah, I would say like for the last few months I am a bit more tired.",patient
"Mhmm OK, how about changes in your vision or hearing?",doctor
"No, I haven't experienced that.",patient
How about a stuffy nose? Runny nose?,doctor
"Uh no, not really.",patient
"No, OK. How about changes to your smell or taste?",doctor
Uh nope.,patient
"No, OK. Uh chest pain?",doctor
"Not chest pain, but when I get into those coughing fits, sometimes it feels just really tight in my chest.",patient
"Oh, yeah.",doctor
But it tends to go away with uh just some rest.,patient
"Oh OK, OK. Um how about palpitations? Like feeling like your heart is racing?",doctor
"Uh no, I don't think so.",patient
"No, OK. How about some swelling in your limbs?",doctor
"I I did notice, like uh a little bit of swelling in my uh both my, like right by my ankles. My shoes, like like even when I wear my socks, it like leaves little marks and then uh I just feel my like my shoes are tighter.",patient
"OK, OK and how long has that been going on?",doctor
"Probably, uh, I've had this issue for like a pretty long time um, probably I would say the last year at least.",patient
"OK, OK, last year. Um any uh dizziness or fainting spells?",doctor
No.,patient
"No, OK, any memory issues, uh confusion?",doctor
No.,patient
Numbness or tingling?,doctor
"No, nothing like that.",patient
No headaches?,doctor
"Uh no, no headaches.",patient
Changes to your bowel movements?,doctor
"No, I tend to go like once a day. And yeah, it's pretty normal.",patient
"OK, uh nausea or vomiting?",doctor
No.,patient
"No, OK. And are you otherwise healthy? Do you have any longstanding conditions? I know you said you have COPD, anything else?",doctor
I do have high blood pressure.,patient
OK. Do you have something called congestive heart failure?,doctor
"Uh no, what's that?",patient
"OK, it's when um your heart's not pumping as much as it should be, um so you get some backup of fluid. I ask because you you mentioned that you um were having some swelling in your legs.",doctor
"Oh I yeah, I I yeah, I didn't know anything about that. I just thought that was uh, it's been going on for a while now and didn't really bother me too much.",patient
"OK. Um alright, and are you taking any medications?",doctor
"Yeah, I have this medication uh right now I'm taking it, it's called lisinopril.",patient
"OK, so that's for your blood pressure?",doctor
Yeah.,patient
"OK. Are you on any puffers? Sorry, go ahead.",doctor
"Yes I'm on, no worries, I'm on um uh two puffers right now. One of them is like just one that I use when I really need it. And then um there's another one, so I think that's like the Ventolin puffer.",patient
Yeah.,doctor
"And then the other one is called, I think it's called Spiriva.",patient
"OK, OK perfect. And are your puff puffers giving you any relief at all from the coughing fits?",doctor
"Yeah, I've been using the Ventolin uh more and it it does seem to help.",patient
"OK, OK. Uh do you find they're not working as much as they used to though?",doctor
"Yeah, I feel like uh before, I didn't really like, it, just last year I didn't really have to take it too much. Um like even when I use the puffer, I start getting coughing like maybe half an hour later and so it's not, I don't think it's as effective.",patient
"OK, yeah. Um OK. And have you had any recent blood work done?",doctor
"Uh, no, I haven't been to the doctor for a while.",patient
OK. And do you have any allergies?,doctor
"Um I think I have allergies to uh like um amoxicillin, I got like a rash once.",patient
"OK. Have you had any, uh, amoxicillin, or like penicillin type antibiotics recently?",doctor
No.,patient
"No, OK. Um are you up to date with all your immunizations?",doctor
Yep.,patient
"OK. Um, you're not quite at this age range yet, but uh we do recommend the pneumococcal vaccine when you turn 65. And um did you get the flu vaccine this year?",doctor
"Uh yeah I did, with the pandemic going on, I usually don't get it, but I got it this year.",patient
"OK, good good. Um any family history of lung conditions or heart conditions?",doctor
"Uhm, lung conditions I don't think so. Heart conditions, uh my father did have a heart attack in his 60s, but he's fine. He's he's living right now.",patient
"OK OK, any cancers?",doctor
"Cancers, I think my uncle from my father's side um had uh bladder cancer.",patient
"OK, OK. Um do you smoke?",doctor
I used to smoke. Um I just quit a few years ago.,patient
"OK, congrats. Um how much did you used to smoke?",doctor
"Uhm, I don't know, probably I went through a like a whole pack every day, I would say for at least 30 years of my life.",patient
"OK, OK um so it's good that you stopped. Um do you take any other recreational drugs?",doctor
"Uh no, nothing like that.",patient
"No, OK. How about alcohol? Do you drink?",doctor
"Uh I drink every like, maybe a beer a day.",patient
OK. Um are you um living with anyone right now?,doctor
"Yeah, it's just uh me and my wife.",patient
"OK, where do you guys live?",doctor
Uh we just live uh outside of the city in in a condominium.,patient
"OK, any uh old carpets? Mold, dust, asbestos, anything like that in the condo?",doctor
"No, it's pretty well maintained.",patient
"OK, good. And have you been in contact with any anyone sick recently?",doctor
"No, I've mainly just been trying to stay inside. I work from home too, so haven't really been seeing anyone.",patient
"OK, that's good. And um travel to anywhere recently? Outside the province?",doctor
"Uhm, outside of the province, no, not not for like the last year at least.",patient
"OK, OK. Um so those were kind of all the questions that I had for you. Did you have any questions for me?",doctor
"Um yeah, I was just wondering like what you think it might be.",patient
"Yeah, so it definitely sounds like a COPD exacerbation, but because your symptoms overlap with those of Covid, we will take a swab and you should hear back in about 24 to 48 hours. Um and you can you can self isolate for 14 days um and if it's positive, public health will be in touch with you to um do some contact tracing, but in the meantime we'll also do a work up for the COPD exacerbation. Um it seems like you have taken the correct steps so far in like stopping like stopping your smoking and um taking your puffers as needed. Um so right now we will continue using the puffers that you have, and if you don't already have a long acting beta agonist, we'll give you that as well as, if it's like if it gets really severe, we'll also give you some inhaled corticosteroids um and we'll also check your oxygen saturation to make sure it's over uh 88% um and we'll give you oxygen if you need it. Um as well, some antibiotics to consider, you mentioned that you were allergic to amoxicillin, so we might give you like a macrolide like azithromycin for now. Um and hopefully your symptoms subside and we can get you home. How does that sound?",doctor
"OK, that sounds good. Thank you so much.",patient
"Yeah, no problem. And I forgot, sorry we'll also probably do like a chest X Ray and a pulmonary function test.",doctor
"OK, sounds good.",patient
"Yeah, no problem.",doctor
What brings you in?,doctor
"Yeah, so uh I'm just bringing my son uh here to the clinic. He's been having um just I think he's been complaining of uh ear ache in his uh I think it's mainly in his left ear for the last, I'd say at least a week. Um he's been kind of just having discomfort um and over the last few days uh he also started crying because of how much pain he is having, and then um we also noticed that he had like was just feeling warm, so we took his temperature and he actually had a fever just yesterday of like 39 degrees Celsius.",patient
"OK, uhm, alright. So let's back up just a little bit. The ear pain, when did that start? You said a couple of days ago, so was that two, three, four days?",doctor
"Uh I think the discomfort like uh, we saw him scratching his ear for the whole last week, but uh the crying actually started just I would say four days ago, um.",patient
OK.,doctor
So I think the last few days have been really tough for him.,patient
"Yeah, so three, four days. OK, have you taken a look into his ear? Like does does it seem red? Is there discharge?",doctor
"Uh I think we did see some uh, just like it wasn't red or anything, but I think we did uh see some um just kind of clear to almost uh clear to yellowish fluid from his affected ear.",patient
"OK, clear to, you said white-ish?",doctor
Uh like it was a bit of a yellow tinge to to it as well.,patient
"Yellow, OK, OK. And which ear was it, sorry, the right or left?",doctor
Left ear.,patient
"Left ear, OK. And the right ear looks normal?",doctor
"Yeah, right ear, he hasn't been complaining uh at all. I haven't even looked at the right ear yet.",patient
"OK, is he itching his ears at all?",doctor
"Uh he was he was itching like pretty much this whole week, but I think right now he's hesitant to even touch his ears.",patient
"OK, and does it look like it's angry on the outside or on the inside of his ears?",doctor
I can't really see anything on the outside.,patient
"OK, OK, and have you noticed that his hearing has changed at all?",doctor
"Um he still like answers to us and like I don't think his ear, hearing is affected.",patient
"OK. Has he had any past issues with his ears, like ear infections or like hearing issues in the past?",doctor
"Uh no hearing issues, but he did have uh like he used to, probably when he was uh like 2 years old, he did have a couple ear infections.",patient
"OK, OK. Were they were they treated with antibiotics?",doctor
"Uh I think one time they were, but I I'm pretty sure that was on, in his right ear.",patient
"OK, OK. He's never had to get like tubes inserted or anything like that?",doctor
"No, no, nothing like that.",patient
"No, OK. Um, alright. Um has he had a stuffy nose or runny nose?",doctor
"Uh not this week, but he he was a bit like stuffy like last week I would say.",patient
"OK, he was a bit stuffy, you said?",doctor
"Yeah, maybe even, maybe two weeks ago.",patient
OK. And that stopped. Did he have anything else along with his stuffy nose at that point?,doctor
"No, nothing else.",patient
"Um right now, have you noticed any changes in his vision, in his smell or taste?",doctor
"Uh mo, not that I know of.",patient
"OK, how about weight loss?",doctor
"No, he's been um growing pretty well.",patient
"OK, and you said um you had taken his temperature. When did you take his temperature?",doctor
I just took it yesterday but uh he was feeling a bit warm yesterday so we just took it and it was like um 39 degrees Celsius.,patient
"OK, OK sweet. Um so 39 degrees, so he does have a fever uh for sure. We'll take his temperature again today just to make sure. Have you been giving him anything for his high temperature, like Tylenol?",doctor
"No, we haven't given him anything.",patient
OK. Have you noticed any rashes on him?,doctor
No.,patient
"No, um how about coughing?",doctor
"Uh no, he hasn't been really coughing.",patient
"No coughing, how about wheezing or shortness of breath?",doctor
No.,patient
Like anything that would indicate he has chest pain or palpitations of his heart?,doctor
"No, I don't think so.",patient
"No, OK. Any dizziness or fainting spells?",doctor
No.,patient
Confusion?,doctor
"No, I don't think so.",patient
Headaches?,doctor
Uh not that I know of.,patient
"OK, and how how have his bowel movements been?",doctor
"His bowel movements have been pretty much the same, um he's uh, yeah, there's been no real changes.",patient
"No, OK. Um alright, and how about uh nausea or vomiting?",doctor
"Uh no, no, no nausea or vomiting.",patient
Any appetite change?,doctor
"Uh no, uh, maybe a little bit more fussy just, but I don't know if that's probably due to the pain.",patient
OK. Um and how about his urine?,doctor
"Uh his urine has been the same, like no changes.",patient
"No changes, OK good. Is he an otherwise healthy kid or does he have any longstanding conditions?",doctor
"Yeah, he's pretty healthy. There have been no concerns at all that we've had for the doctor. Uh he's been growing well, um meeting all of his milestones. Um yeah, no, nothing that's concerning.",patient
"OK, um do you know if his mother's pregnancy with him was normal? Did she have any complications?",doctor
"Um she didn't have any like complications during the pregnancy. Uh they did have to, um I forgot what it's called, but uh he was like a difficult baby coming out. Um and he was at term though, he wasn't premature, but they had to use just um some tools to get him out.",patient
"OK, OK. Um so it was a vaginal delivery, but they used some tools like forceps maybe or vacuum?",doctor
"Yeah, yeah it was forceps, yeah.",patient
"OK, OK. Um and he's, you mentioned he was full term?",doctor
"Yeah, he was born at uh 40 weeks.",patient
"OK, perfect. Did he need to be hospitalized for any reason after that?",doctor
"No, he wasn't hospitalized. Uh we stayed there maybe one day extra just because um there was some just kind of misshaping of his head.",patient
OK.,doctor
That kind of went away.,patient
"OK, OK, good. And is he on any medications?",doctor
"Uh no, no medications.",patient
"No medications, up to date with his immunizations?",doctor
"Yeah, he's all up to date.",patient
"OK, any allergies?",doctor
Um not that we know of.,patient
"OK, how about family history of lung conditions, heart conditions?",doctor
"Um no, we've been pretty healthy as parents. Um and I think my my father has like high blood pressure, diabetes, and all those types of things.",patient
"OK, OK, any um ear issues like congenital ear, sorry um, genetic hearing issues or ear issues?",doctor
"No, nothing like that.",patient
"OK, um does anyone at home smoke?",doctor
"No, no one smokes.",patient
OK. Um and who does he live with?,doctor
